Mirna,Target,energy,gap_l,gap_r
hsa-miR-148b-3p,KLF6,-17.97,2328,2350
hsa-miR-148b-3p,KLF6,-12.97,3727,3748
hsa-miR-148b-3p,QKI,-17.89,8691,8714
hsa-miR-148b-3p,QKI,-16.79,8069,8092
hsa-miR-148b-3p,QKI,-19.72,8897,8921
hsa-miR-148b-3p,QKI,-16.7,7150,7171
hsa-miR-148b-3p,QKI,-17.26,9363,9381
hsa-miR-148b-3p,QKI,-17.89,7744,7767
hsa-miR-148b-3p,QKI,-16.79,7122,7145
hsa-miR-148b-3p,QKI,-19.72,7950,7974
hsa-miR-148b-3p,QKI,-16.7,6203,6224
hsa-miR-148b-3p,QKI,-17.26,8416,8434
hsa-miR-148b-3p,QKI,-17.89,6465,6488
hsa-miR-148b-3p,QKI,-16.79,5843,5866
hsa-miR-148b-3p,QKI,-19.72,6671,6695
hsa-miR-148b-3p,QKI,-16.7,4924,4945
hsa-miR-148b-3p,QKI,-17.26,7137,7155
hsa-miR-148b-3p,QKI,-17.89,1792,1815
hsa-miR-148b-3p,QKI,-19.72,1998,2022
hsa-miR-148b-3p,QKI,-17.26,2464,2482
hsa-miR-148b-3p,QKI,-17.89,1768,1791
hsa-miR-148b-3p,QKI,-19.72,1974,1998
hsa-miR-148b-3p,QKI,-17.26,2440,2458
hsa-miR-148b-3p,H19,-14.07,2356,2374
hsa-miR-148b-3p,PTEN,-16.28,3377,3398
hsa-miR-148b-3p,PTEN,-16.19,5380,5401
hsa-miR-148b-3p,PTEN,-12.95,4485,4504
hsa-miR-148b-3p,PTEN,-16.28,3491,3512
hsa-miR-148b-3p,PTEN,-16.19,5494,5515
hsa-miR-148b-3p,PTEN,-12.95,4599,4618
hsa-miR-331-3p,QKI,-16.57,14062,14078
hsa-miR-331-3p,QKI,-16.57,13115,13131
hsa-miR-331-3p,QKI,-16.57,11836,11852
hsa-miR-331-3p,QKI,-16.57,7163,7179
hsa-miR-331-3p,QKI,-16.57,7139,7155
hsa-miR-335-5p,KLF6,-16.79,2294,2316
hsa-miR-335-5p,KLF6,-16.79,2296,2318
hsa-miR-335-5p,KLF6,-16.79,2420,2442
hsa-miR-335-5p,RB1,-18.05,1618,1641
hsa-miR-335-5p,RB1,-15.39,3312,3334
hsa-miR-335-5p,RB1,-11.36,4651,4674
hsa-miR-133b,NFIA,-19.26,8130,8151
hsa-miR-133b,NFIA,-19.26,8019,8040
hsa-miR-133b,NFIA,-19.26,8286,8307
hsa-miR-133b,NFIA,-19.26,8194,8215
hsa-miR-133b,QKI,-18.81,7291,7310
hsa-miR-133b,QKI,-18.81,6344,6363
hsa-miR-133b,QKI,-18.81,5065,5084
hsa-miR-196b-5p,H19,-17.31,1916,1938
hsa-miR-424-5p,TNKS2,-16.17,1436,1458
hsa-miR-424-5p,TNKS2,-19.68,1390,1414
hsa-miR-424-5p,TNKS2,-15.2,4648,4670
hsa-miR-424-5p,QKI,-16.77,8987,9008
hsa-miR-424-5p,QKI,-11.3,5201,5222
hsa-miR-424-5p,QKI,-13.97,14467,14489
hsa-miR-424-5p,QKI,-14.53,13078,13100
hsa-miR-424-5p,QKI,-16.77,8040,8061
hsa-miR-424-5p,QKI,-11.3,4254,4275
hsa-miR-424-5p,QKI,-13.97,13520,13542
hsa-miR-424-5p,QKI,-14.53,12131,12153
hsa-miR-424-5p,QKI,-16.77,6761,6782
hsa-miR-424-5p,QKI,-11.3,2975,2996
hsa-miR-424-5p,QKI,-13.97,12241,12263
hsa-miR-424-5p,QKI,-14.53,10852,10874
hsa-miR-424-5p,QKI,-16.77,2088,2109
hsa-miR-424-5p,QKI,-13.97,7568,7590
hsa-miR-424-5p,QKI,-14.53,6179,6201
hsa-miR-424-5p,QKI,-16.77,2064,2085
hsa-miR-424-5p,QKI,-13.97,7544,7566
hsa-miR-424-5p,QKI,-14.53,6155,6177
hsa-miR-424-5p,SOX5,-22.86,1417,1440
hsa-miR-424-5p,SOX5,-12.99,3492,3513
hsa-miR-424-5p,SOX5,-22.86,1492,1515
hsa-miR-424-5p,SOX5,-12.99,3243,3264
hsa-miR-424-5p,SOX5,-22.86,1208,1231
hsa-miR-424-5p,SOX5,-12.99,3283,3304
hsa-miR-424-5p,SOX5,-22.86,1184,1207
hsa-miR-424-5p,SOX5,-12.99,3259,3280
hsa-miR-424-5p,SOX5,-12.99,2059,2080
hsa-miR-424-5p,NFIA,-12.96,2551,2572
hsa-miR-424-5p,NFIA,-12.96,2440,2461
hsa-miR-424-5p,NFIA,-12.96,2707,2728
hsa-miR-424-5p,NFIA,-12.96,2615,2636
hsa-miR-18b-5p,KLF6,-17.68,2998,3019
hsa-miR-18b-5p,KLF6,-18.21,4281,4305
hsa-miR-18b-5p,KLF6,-20.89,966,991
hsa-miR-18b-5p,KLF6,-16.84,1443,1465
hsa-miR-18b-5p,KLF6,-17.68,3000,3021
hsa-miR-18b-5p,KLF6,-18.21,4283,4307
hsa-miR-18b-5p,KLF6,-20.89,968,993
hsa-miR-18b-5p,KLF6,-16.84,1445,1467
hsa-miR-18b-5p,KLF6,-17.68,3124,3145
hsa-miR-18b-5p,KLF6,-18.21,4407,4431
hsa-miR-18b-5p,KLF6,-20.89,1092,1117
hsa-miR-18b-5p,KLF6,-16.84,1569,1591
hsa-miR-18b-5p,QKI,-16.87,1648,1670
hsa-miR-18b-5p,QKI,-15.85,3834,3856
hsa-miR-18b-5p,QKI,-15.53,8023,8045
hsa-miR-18b-5p,QKI,-15.85,2887,2909
hsa-miR-18b-5p,QKI,-15.53,7076,7098
hsa-miR-18b-5p,QKI,-15.85,1608,1630
hsa-miR-18b-5p,QKI,-15.53,5797,5819
hsa-miR-20b-5p,TNKS2,-17.21,3987,4009
hsa-miR-20b-5p,QKI,-18.38,3123,3148
hsa-miR-20b-5p,QKI,-16.23,1897,1919
hsa-miR-20b-5p,QKI,-12.16,13053,13076
hsa-miR-20b-5p,QKI,-14.2,3834,3856
hsa-miR-20b-5p,QKI,-15.24,4970,4992
hsa-miR-20b-5p,QKI,-18.38,2176,2201
hsa-miR-20b-5p,QKI,-12.16,12106,12129
hsa-miR-20b-5p,QKI,-14.2,2887,2909
hsa-miR-20b-5p,QKI,-15.24,4023,4045
hsa-miR-20b-5p,QKI,-12.16,10827,10850
hsa-miR-20b-5p,QKI,-14.2,1608,1630
hsa-miR-20b-5p,QKI,-15.24,2744,2766
hsa-miR-20b-5p,QKI,-12.16,6154,6177
hsa-miR-20b-5p,QKI,-12.16,6130,6153
hsa-miR-20b-5p,RB1,-9.57,3821,3843
hsa-miR-20b-5p,PTEN,-10.43,2501,2522
hsa-miR-20b-5p,PTEN,-16.73,2883,2905
hsa-miR-20b-5p,PTEN,-10.43,2615,2636
hsa-miR-20b-5p,PTEN,-16.73,2997,3019
hsa-miR-429,TNKS2,-14.06,4209,4231
hsa-miR-429,NFIA,-12.44,7506,7530
hsa-miR-429,NFIA,-12.64,2230,2249
hsa-miR-429,NFIA,-9.94,4027,4049
hsa-miR-429,NFIA,-12.81,7477,7498
hsa-miR-429,NFIA,-12.44,7395,7419
hsa-miR-429,NFIA,-12.64,2119,2138
hsa-miR-429,NFIA,-9.94,3916,3938
hsa-miR-429,NFIA,-12.81,7366,7387
hsa-miR-429,NFIA,-12.44,7662,7686
hsa-miR-429,NFIA,-12.64,2386,2405
hsa-miR-429,NFIA,-9.94,4183,4205
hsa-miR-429,NFIA,-12.81,7633,7654
hsa-miR-429,NFIA,-12.44,7570,7594
hsa-miR-429,NFIA,-12.64,2294,2313
hsa-miR-429,NFIA,-9.94,4091,4113
hsa-miR-429,NFIA,-12.81,7541,7562
hsa-miR-429,KLF6,-11.28,2401,2422
hsa-miR-429,KLF6,-11.28,2403,2424
hsa-miR-429,KLF6,-11.28,2527,2548
hsa-miR-429,QKI,-16.32,11054,11075
hsa-miR-429,QKI,-10.88,6995,7016
hsa-miR-429,QKI,-9.34,10766,10788
hsa-miR-429,QKI,-10.36,2270,2292
hsa-miR-429,QKI,-12.66,10986,11007
hsa-miR-429,QKI,-16.32,10107,10128
hsa-miR-429,QKI,-10.88,6048,6069
hsa-miR-429,QKI,-9.34,9819,9841
hsa-miR-429,QKI,-12.66,10039,10060
hsa-miR-429,QKI,-16.32,8828,8849
hsa-miR-429,QKI,-10.88,4769,4790
hsa-miR-429,QKI,-9.34,8540,8562
hsa-miR-429,QKI,-12.66,8760,8781
hsa-miR-429,QKI,-16.32,4155,4176
hsa-miR-429,QKI,-9.34,3867,3889
hsa-miR-429,QKI,-12.66,4087,4108
hsa-miR-429,QKI,-16.32,4131,4152
hsa-miR-429,QKI,-9.34,3843,3865
hsa-miR-429,QKI,-12.66,4063,4084
hsa-miR-429,PTEN,-12.35,4743,4766
hsa-miR-429,PTEN,-9.89,5216,5236
hsa-miR-429,PTEN,-12.35,4857,4880
hsa-miR-429,PTEN,-9.89,5330,5350
hsa-miR-449a,RB1,-21.34,1953,1973
hsa-miR-146b-5p,RB1,-12.79,976,998
hsa-miR-146b-5p,QKI,-17.46,12515,12534
hsa-miR-146b-5p,QKI,-17.46,11568,11587
hsa-miR-146b-5p,QKI,-17.46,10289,10308
hsa-miR-146b-5p,QKI,-17.46,5616,5635
hsa-miR-146b-5p,QKI,-17.46,5592,5611
hsa-miR-146b-5p,PTEN,-18.03,173,194
hsa-miR-202-3p,RB1,-17.41,2498,2517
hsa-miR-202-3p,RB1,-12.3,3626,3645
hsa-miR-202-3p,RB1,-14.03,2916,2935
hsa-miR-193b-3p,PTEN,-12.54,3161,3182
hsa-miR-193b-3p,PTEN,-21.62,4447,4468
hsa-miR-193b-3p,PTEN,-12.54,3275,3296
hsa-miR-193b-3p,PTEN,-21.62,4561,4582
hsa-miR-497-5p,TNKS2,-22.81,1394,1414
hsa-miR-497-5p,TNKS2,-14.21,709,729
hsa-miR-497-5p,TNKS2,-16.98,4650,4670
hsa-miR-497-5p,SOX5,-22.54,1419,1440
hsa-miR-497-5p,SOX5,-20.73,3494,3513
hsa-miR-497-5p,SOX5,-22.54,1494,1515
hsa-miR-497-5p,SOX5,-20.73,3245,3264
hsa-miR-497-5p,SOX5,-22.54,1210,1231
hsa-miR-497-5p,SOX5,-20.73,3285,3304
hsa-miR-497-5p,SOX5,-22.54,1186,1207
hsa-miR-497-5p,SOX5,-20.73,3261,3280
hsa-miR-497-5p,SOX5,-20.73,2061,2080
hsa-miR-497-5p,NFIA,-18.76,4183,4205
hsa-miR-497-5p,NFIA,-18.76,4072,4094
hsa-miR-497-5p,NFIA,-18.76,4339,4361
hsa-miR-497-5p,NFIA,-18.76,4247,4269
hsa-miR-497-5p,QKI,-14.81,14469,14489
hsa-miR-497-5p,QKI,-11.64,5203,5222
hsa-miR-497-5p,QKI,-14.81,13522,13542
hsa-miR-497-5p,QKI,-11.64,4256,4275
hsa-miR-497-5p,QKI,-14.81,12243,12263
hsa-miR-497-5p,QKI,-11.64,2977,2996
hsa-miR-497-5p,QKI,-14.81,7570,7590
hsa-miR-497-5p,QKI,-14.81,7546,7566
hsa-miR-505-3p,TNKS2,-19.26,2804,2824
hsa-miR-505-3p,TNKS2,-8.27,5196,5217
hsa-miR-505-3p,KLF6,-9.76,2209,2229
hsa-miR-505-3p,KLF6,-9.76,2211,2231
hsa-miR-505-3p,KLF6,-9.76,2335,2355
hsa-miR-505-3p,QKI,-19.31,7734,7755
hsa-miR-505-3p,QKI,-12.73,2613,2636
hsa-miR-505-3p,QKI,-11.79,2151,2172
hsa-miR-505-3p,QKI,-14.02,7251,7273
hsa-miR-505-3p,QKI,-22.42,14132,14155
hsa-miR-505-3p,QKI,-12.15,12042,12064
hsa-miR-505-3p,QKI,-19.31,6787,6808
hsa-miR-505-3p,QKI,-12.73,1666,1689
hsa-miR-505-3p,QKI,-14.02,6304,6326
hsa-miR-505-3p,QKI,-22.42,13185,13208
hsa-miR-505-3p,QKI,-12.15,11095,11117
hsa-miR-505-3p,QKI,-19.31,5508,5529
hsa-miR-505-3p,QKI,-14.02,5025,5047
hsa-miR-505-3p,QKI,-22.42,11906,11929
hsa-miR-505-3p,QKI,-12.15,9816,9838
hsa-miR-505-3p,QKI,-22.42,7233,7256
hsa-miR-505-3p,QKI,-12.15,5143,5165
hsa-miR-505-3p,QKI,-22.42,7209,7232
hsa-miR-505-3p,QKI,-12.15,5119,5141
hsa-miR-92b-3p,NFIA,-11.83,2701,2722
hsa-miR-92b-3p,NFIA,-11.83,2590,2611
hsa-miR-92b-3p,NFIA,-11.83,2857,2878
hsa-miR-92b-3p,NFIA,-11.83,2765,2786
hsa-miR-92b-3p,KLF6,-11.51,1628,1649
hsa-miR-92b-3p,KLF6,-11.51,1630,1651
hsa-miR-92b-3p,KLF6,-11.51,1754,1775
hsa-miR-92b-3p,PTEN,-21.43,1412,1433
hsa-miR-92b-3p,PTEN,-9.88,5088,5109
hsa-miR-92b-3p,PTEN,-10.25,6232,6253
hsa-miR-92b-3p,PTEN,-21.43,1367,1388
hsa-miR-92b-3p,PTEN,-9.88,5202,5223
hsa-miR-92b-3p,PTEN,-10.25,6346,6367
hsa-miR-590-5p,SOX5,-10.87,2838,2860
hsa-miR-590-5p,SOX5,-10.87,2589,2611
hsa-miR-590-5p,SOX5,-10.87,2629,2651
hsa-miR-590-5p,SOX5,-10.87,2605,2627
hsa-miR-590-5p,SOX5,-10.87,1405,1427
hsa-miR-590-5p,NFIA,-11.33,3027,3051
hsa-miR-590-5p,NFIA,-10.59,6260,6281
hsa-miR-590-5p,NFIA,-11.33,2916,2940
hsa-miR-590-5p,NFIA,-10.59,6149,6170
hsa-miR-590-5p,NFIA,-11.33,3183,3207
hsa-miR-590-5p,NFIA,-10.59,6416,6437
hsa-miR-590-5p,NFIA,-11.33,3091,3115
hsa-miR-590-5p,NFIA,-10.59,6324,6345
hsa-miR-590-5p,KLF6,-11.37,1689,1710
hsa-miR-590-5p,KLF6,-11.77,3112,3133
hsa-miR-590-5p,KLF6,-11.37,1691,1712
hsa-miR-590-5p,KLF6,-11.77,3114,3135
hsa-miR-590-5p,KLF6,-11.37,1815,1836
hsa-miR-590-5p,KLF6,-11.77,3238,3259
hsa-miR-33b-5p,NFIA,-13.81,7328,7347
hsa-miR-33b-5p,NFIA,-11.26,6697,6716
hsa-miR-33b-5p,NFIA,-13.81,7217,7236
hsa-miR-33b-5p,NFIA,-11.26,6586,6605
hsa-miR-33b-5p,NFIA,-13.81,7484,7503
hsa-miR-33b-5p,NFIA,-11.26,6853,6872
hsa-miR-33b-5p,NFIA,-13.81,7392,7411
hsa-miR-33b-5p,NFIA,-11.26,6761,6780
hsa-miR-33b-5p,QKI,-13.11,9115,9133
hsa-miR-33b-5p,QKI,-9.49,9690,9708
hsa-miR-33b-5p,QKI,-13.11,8168,8186
hsa-miR-33b-5p,QKI,-9.49,8743,8761
hsa-miR-33b-5p,QKI,-13.11,6889,6907
hsa-miR-33b-5p,QKI,-9.49,7464,7482
hsa-miR-33b-5p,QKI,-13.11,2216,2234
hsa-miR-33b-5p,QKI,-9.49,2791,2809
hsa-miR-33b-5p,QKI,-13.11,2192,2210
hsa-miR-33b-5p,QKI,-9.49,2767,2785
hsa-miR-421,TNKS2,-12,4651,4672
hsa-miR-421,TNKS2,-17.93,1526,1548
hsa-miR-421,KLF6,-15.71,2205,2228
hsa-miR-421,KLF6,-15.71,2207,2230
hsa-miR-421,KLF6,-15.71,2331,2354
hsa-miR-421,QKI,-15.01,7252,7272
hsa-miR-421,QKI,-16.12,2614,2635
hsa-miR-421,QKI,-15.09,14821,14841
hsa-miR-421,QKI,-18.5,15371,15391
hsa-miR-421,QKI,-15,11972,11996
hsa-miR-421,QKI,-11.95,12041,12063
hsa-miR-421,QKI,-15.01,6305,6325
hsa-miR-421,QKI,-16.12,1667,1688
hsa-miR-421,QKI,-15.09,13874,13894
hsa-miR-421,QKI,-18.5,14424,14444
hsa-miR-421,QKI,-15,11025,11049
hsa-miR-421,QKI,-11.95,11094,11116
hsa-miR-421,QKI,-15.01,5026,5046
hsa-miR-421,QKI,-15.09,12595,12615
hsa-miR-421,QKI,-18.5,13145,13165
hsa-miR-421,QKI,-15,9746,9770
hsa-miR-421,QKI,-11.95,9815,9837
hsa-miR-421,QKI,-15.09,7922,7942
hsa-miR-421,QKI,-18.5,8472,8492
hsa-miR-421,QKI,-15,5073,5097
hsa-miR-421,QKI,-11.95,5142,5164
hsa-miR-421,QKI,-15.09,7898,7918
hsa-miR-421,QKI,-18.5,8448,8468
hsa-miR-421,QKI,-15,5049,5073
hsa-miR-421,QKI,-11.95,5118,5140
hsa-miR-421,NFIA,-14.55,2187,2209
hsa-miR-421,NFIA,-14.55,2076,2098
hsa-miR-421,NFIA,-14.55,2343,2365
hsa-miR-421,NFIA,-14.55,2251,2273
hsa-miR-340-5p,RB1,-17.4,4645,4667
hsa-miR-340-5p,RB1,-14.05,2100,2121
hsa-miR-340-5p,RB1,-11.98,3539,3560
hsa-miR-340-5p,RB1,-11.12,3708,3731
hsa-miR-340-5p,TNKS2,-16.74,4228,4249
hsa-miR-340-5p,TNKS2,-9.69,5895,5916
hsa-miR-340-5p,TNKS2,-10.79,5578,5599
hsa-miR-340-5p,NFIA,-14.58,5597,5618
hsa-miR-340-5p,NFIA,-14.58,5486,5507
hsa-miR-340-5p,NFIA,-14.58,5753,5774
hsa-miR-340-5p,NFIA,-14.58,5661,5682
hsa-miR-340-5p,KLF6,-15.16,3285,3306
hsa-miR-340-5p,KLF6,-15.16,3287,3308
hsa-miR-340-5p,KLF6,-15.16,3411,3432
hsa-miR-340-5p,QKI,-19.34,1901,1922
hsa-miR-340-5p,QKI,-8.9,10144,10165
hsa-miR-340-5p,QKI,-14.25,5007,5031
hsa-miR-340-5p,QKI,-9.65,11577,11599
hsa-miR-340-5p,QKI,-10.3,6546,6567
hsa-miR-340-5p,QKI,-15.58,7811,7834
hsa-miR-340-5p,QKI,-9.38,1506,1528
hsa-miR-340-5p,QKI,-10.19,5123,5144
hsa-miR-340-5p,QKI,-14.98,10997,11020
hsa-miR-340-5p,QKI,-10.45,11256,11278
hsa-miR-340-5p,QKI,-11.75,13145,13165
hsa-miR-340-5p,QKI,-8.66,11139,11158
hsa-miR-340-5p,QKI,-8.9,9197,9218
hsa-miR-340-5p,QKI,-14.25,4060,4084
hsa-miR-340-5p,QKI,-9.65,10630,10652
hsa-miR-340-5p,QKI,-10.3,5599,5620
hsa-miR-340-5p,QKI,-15.58,6864,6887
hsa-miR-340-5p,QKI,-10.19,4176,4197
hsa-miR-340-5p,QKI,-14.98,10050,10073
hsa-miR-340-5p,QKI,-10.45,10309,10331
hsa-miR-340-5p,QKI,-11.75,12198,12218
hsa-miR-340-5p,QKI,-8.66,10192,10211
hsa-miR-340-5p,QKI,-8.9,7918,7939
hsa-miR-340-5p,QKI,-14.25,2781,2805
hsa-miR-340-5p,QKI,-9.65,9351,9373
hsa-miR-340-5p,QKI,-10.3,4320,4341
hsa-miR-340-5p,QKI,-15.58,5585,5608
hsa-miR-340-5p,QKI,-10.19,2897,2918
hsa-miR-340-5p,QKI,-14.98,8771,8794
hsa-miR-340-5p,QKI,-10.45,9030,9052
hsa-miR-340-5p,QKI,-11.75,10919,10939
hsa-miR-340-5p,QKI,-8.66,8913,8932
hsa-miR-340-5p,QKI,-8.9,3245,3266
hsa-miR-340-5p,QKI,-9.65,4678,4700
hsa-miR-340-5p,QKI,-14.98,4098,4121
hsa-miR-340-5p,QKI,-10.45,4357,4379
hsa-miR-340-5p,QKI,-11.75,6246,6266
hsa-miR-340-5p,QKI,-8.66,4240,4259
hsa-miR-340-5p,QKI,-8.9,3221,3242
hsa-miR-340-5p,QKI,-9.65,4654,4676
hsa-miR-340-5p,QKI,-14.98,4074,4097
hsa-miR-340-5p,QKI,-10.45,4333,4355
hsa-miR-340-5p,QKI,-11.75,6222,6242
hsa-miR-340-5p,QKI,-8.66,4216,4235
hsa-miR-340-5p,PTEN,-8.83,4657,4678
hsa-miR-340-5p,PTEN,-11.83,2520,2544
hsa-miR-340-5p,PTEN,-8.14,6406,6427
hsa-miR-340-5p,PTEN,-7.84,6394,6413
hsa-miR-340-5p,PTEN,-8.83,4771,4792
hsa-miR-340-5p,PTEN,-11.83,2634,2658
hsa-miR-340-5p,PTEN,-8.14,6520,6541
hsa-miR-340-5p,PTEN,-7.84,6508,6527
hsa-miR-190b,NFIA,-9.42,3465,3485
hsa-miR-190b,NFIA,-9.42,3354,3374
hsa-miR-190b,NFIA,-9.42,3621,3641
hsa-miR-190b,NFIA,-9.42,3529,3549
hsa-miR-190b,KLF6,-10.23,2638,2657
hsa-miR-190b,KLF6,-11.66,2567,2587
hsa-miR-190b,KLF6,-14.79,3626,3647
hsa-miR-190b,KLF6,-10.23,2640,2659
hsa-miR-190b,KLF6,-11.66,2569,2589
hsa-miR-190b,KLF6,-14.79,3628,3649
hsa-miR-190b,KLF6,-10.23,2764,2783
hsa-miR-190b,KLF6,-11.66,2693,2713
hsa-miR-190b,KLF6,-14.79,3752,3773
hsa-miR-877-5p,IGF2,-27.84,4933,4952
hsa-miR-877-5p,IGF2,-27.84,4481,4500
hsa-miR-877-5p,IGF2,-27.84,4646,4665
hsa-miR-877-5p,IGF2,-27.84,4959,4978
hsa-miR-877-5p,IGF2,-27.84,4310,4329
hsa-miR-543,RB1,-17.26,3829,3851
hsa-miR-543,SOX5,-17.72,3001,3022
hsa-miR-543,SOX5,-17.72,2752,2773
hsa-miR-543,SOX5,-17.72,2792,2813
hsa-miR-543,SOX5,-17.72,2768,2789
hsa-miR-543,SOX5,-17.72,1568,1589
hsa-miR-543,KLF6,-12.36,1369,1390
hsa-miR-543,KLF6,-15.74,2804,2825
hsa-miR-543,KLF6,-12.36,1371,1392
hsa-miR-543,KLF6,-15.74,2806,2827
hsa-miR-543,KLF6,-12.36,1495,1516
hsa-miR-543,KLF6,-15.74,2930,2951
hsa-miR-543,QKI,-10.3,10887,10908
hsa-miR-543,QKI,-15.26,4431,4452
hsa-miR-543,QKI,-10.3,9940,9961
hsa-miR-543,QKI,-15.26,3484,3505
hsa-miR-543,QKI,-10.3,8661,8682
hsa-miR-543,QKI,-15.26,2205,2226
hsa-miR-543,QKI,-10.3,3988,4009
hsa-miR-543,QKI,-10.3,3964,3985
hsa-miR-543,PTEN,-11.08,4541,4561
hsa-miR-543,PTEN,-11.08,4655,4675
hsa-miR-374b-5p,TNKS2,-7.87,5979,5999
hsa-miR-374b-5p,KLF6,-5.02,2756,2777
hsa-miR-374b-5p,KLF6,-6.44,3906,3926
hsa-miR-374b-5p,KLF6,-5.02,2758,2779
hsa-miR-374b-5p,KLF6,-6.44,3908,3928
hsa-miR-374b-5p,KLF6,-5.02,2882,2903
hsa-miR-374b-5p,KLF6,-6.44,4032,4052
hsa-miR-374b-5p,QKI,-10.2,11374,11396
hsa-miR-374b-5p,QKI,-6.03,5501,5522
hsa-miR-374b-5p,QKI,-9.76,6135,6157
hsa-miR-374b-5p,QKI,-8.68,7516,7537
hsa-miR-374b-5p,QKI,-8.2,14594,14615
hsa-miR-374b-5p,QKI,-7.95,14280,14300
hsa-miR-374b-5p,QKI,-10.2,10427,10449
hsa-miR-374b-5p,QKI,-6.03,4554,4575
hsa-miR-374b-5p,QKI,-9.76,5188,5210
hsa-miR-374b-5p,QKI,-8.68,6569,6590
hsa-miR-374b-5p,QKI,-8.2,13647,13668
hsa-miR-374b-5p,QKI,-7.95,13333,13353
hsa-miR-374b-5p,QKI,-10.2,9148,9170
hsa-miR-374b-5p,QKI,-6.03,3275,3296
hsa-miR-374b-5p,QKI,-9.76,3909,3931
hsa-miR-374b-5p,QKI,-8.68,5290,5311
hsa-miR-374b-5p,QKI,-8.2,12368,12389
hsa-miR-374b-5p,QKI,-7.95,12054,12074
hsa-miR-374b-5p,QKI,-10.2,4475,4497
hsa-miR-374b-5p,QKI,-8.2,7695,7716
hsa-miR-374b-5p,QKI,-7.95,7381,7401
hsa-miR-374b-5p,QKI,-10.2,4451,4473
hsa-miR-374b-5p,QKI,-8.2,7671,7692
hsa-miR-374b-5p,QKI,-7.95,7357,7377
hsa-miR-374b-5p,RB1,-5.86,2404,2426
hsa-miR-374b-5p,NFIA,-10.16,6944,6965
hsa-miR-374b-5p,NFIA,-9.74,7222,7243
hsa-miR-374b-5p,NFIA,-10.16,6833,6854
hsa-miR-374b-5p,NFIA,-9.74,7111,7132
hsa-miR-374b-5p,NFIA,-10.16,7100,7121
hsa-miR-374b-5p,NFIA,-9.74,7378,7399
hsa-miR-374b-5p,NFIA,-10.16,7008,7029
hsa-miR-374b-5p,NFIA,-9.74,7286,7307
hsa-miR-374b-5p,PTEN,-9.22,1546,1567
hsa-miR-374b-5p,PTEN,-7.76,4616,4639
hsa-miR-374b-5p,PTEN,-2.48,4637,4658
hsa-miR-374b-5p,PTEN,-6.24,5488,5509
hsa-miR-374b-5p,PTEN,-9.22,1660,1681
hsa-miR-374b-5p,PTEN,-7.76,4730,4753
hsa-miR-374b-5p,PTEN,-2.48,4751,4772
hsa-miR-374b-5p,PTEN,-6.24,5602,5623
hsa-miR-1271-5p,SOX5,-12.21,3327,3349
hsa-miR-1271-5p,SOX5,-9.62,2982,3003
hsa-miR-1271-5p,SOX5,-12.21,3078,3100
hsa-miR-1271-5p,SOX5,-9.62,2733,2754
hsa-miR-1271-5p,SOX5,-12.21,3118,3140
hsa-miR-1271-5p,SOX5,-9.62,2773,2794
hsa-miR-1271-5p,SOX5,-12.21,3094,3116
hsa-miR-1271-5p,SOX5,-9.62,2749,2770
hsa-miR-1271-5p,SOX5,-12.21,1894,1916
hsa-miR-1271-5p,SOX5,-9.62,1549,1570
hsa-miR-1271-5p,QKI,-15.02,13484,13506
hsa-miR-1271-5p,QKI,-18.03,7744,7764
hsa-miR-1271-5p,QKI,-15.02,12537,12559
hsa-miR-1271-5p,QKI,-18.03,6797,6817
hsa-miR-1271-5p,QKI,-15.02,11258,11280
hsa-miR-1271-5p,QKI,-18.03,5518,5538
hsa-miR-1271-5p,QKI,-15.02,6585,6607
hsa-miR-1271-5p,QKI,-15.02,6561,6583
hsa-miR-378c,NFIA,-20.51,1078,1107
hsa-miR-378c,NFIA,-20.51,967,996
hsa-miR-378c,NFIA,-20.51,1234,1263
hsa-miR-378c,NFIA,-19.87,243,269
hsa-miR-23c,TNKS2,-10.43,3908,3929
hsa-miR-23c,QKI,-13.51,12745,12766
hsa-miR-23c,QKI,-16.3,14858,14882
hsa-miR-23c,QKI,-10.97,7310,7331
hsa-miR-23c,QKI,-6.75,10229,10250
hsa-miR-23c,QKI,-13.51,11798,11819
hsa-miR-23c,QKI,-16.3,13911,13935
hsa-miR-23c,QKI,-10.97,6363,6384
hsa-miR-23c,QKI,-6.75,9282,9303
hsa-miR-23c,QKI,-13.51,10519,10540
hsa-miR-23c,QKI,-16.3,12632,12656
hsa-miR-23c,QKI,-10.97,5084,5105
hsa-miR-23c,QKI,-6.75,8003,8024
hsa-miR-23c,QKI,-13.51,5846,5867
hsa-miR-23c,QKI,-16.3,7959,7983
hsa-miR-23c,QKI,-6.75,3330,3351
hsa-miR-23c,QKI,-13.51,5822,5843
hsa-miR-23c,QKI,-16.3,7935,7959
hsa-miR-23c,QKI,-6.75,3306,3327
hsa-miR-23c,NFIA,-11.03,3885,3906
hsa-miR-23c,NFIA,-14,8356,8375
hsa-miR-23c,NFIA,-10.22,6970,6994
hsa-miR-23c,NFIA,-11.03,3774,3795
hsa-miR-23c,NFIA,-14,8245,8264
hsa-miR-23c,NFIA,-10.22,6859,6883
hsa-miR-23c,NFIA,-13.29,308,329
hsa-miR-23c,NFIA,-11.03,4041,4062
hsa-miR-23c,NFIA,-14,8512,8531
hsa-miR-23c,NFIA,-10.22,7126,7150
